Border,Date,Measure,Value,Average
US-Mexico Border,03/01/2018 12:00:00 AM,Pedestrians,4045294,3533327
US-Canada Border,03/01/2018 12:00:00 AM,Personal Vehicle Passengers,4043683,2782864
US-Canada Border,03/01/2018 12:00:00 AM,Personal Vehicles,2107094,1706295
US-Mexico Border,03/01/2018 12:00:00 AM,Trucks,531302,499480
US-Canada Border,03/01/2018 12:00:00 AM,Trucks,499850,461147
US-Mexico Border,03/01/2018 12:00:00 AM,Truck Containers Full,389957,342941
US-Canada Border,03/01/2018 12:00:00 AM,Truck Containers Full,365437,333775
US-Mexico Border,03/01/2018 12:00:00 AM,Bus Passengers,153548,123255
US-Canada Border,03/01/2018 12:00:00 AM,Rail Containers Full,146660,141369
US-Mexico Border,03/01/2018 12:00:00 AM,Truck Containers Empty,146650,138308
US-Canada Border,03/01/2018 12:00:00 AM,Truck Containers Empty,127078,132607
US-Canada Border,03/01/2018 12:00:00 AM,Bus Passengers,105187,80016
US-Canada Border,03/01/2018 12:00:00 AM,Rail Containers Empty,68716,56656
US-Mexico Border,03/01/2018 12:00:00 AM,Rail Containers Empty,45037,41808
US-Mexico Border,03/01/2018 12:00:00 AM,Rail Containers Full,30937,30053
US-Canada Border,03/01/2018 12:00:00 AM,Pedestrians,20725,12635
US-Mexico Border,03/01/2018 12:00:00 AM,Buses,12328,11568
US-Canada Border,03/01/2018 12:00:00 AM,Train Passengers,12197,9630
US-Canada Border,03/01/2018 12:00:00 AM,Buses,4860,4218
US-Canada Border,03/01/2018 12:00:00 AM,Trains,1965,1790
US-Mexico Border,03/01/2018 12:00:00 AM,Train Passengers,804,526
US-Mexico Border,03/01/2018 12:00:00 AM,Trains,571,702
US-Mexico Border,02/01/2018 12:00:00 AM,Personal Vehicle Passengers,10227306,11487056
US-Mexico Border,02/01/2018 12:00:00 AM,Personal Vehicles,5881743,6057040
US-Mexico Border,02/01/2018 12:00:00 AM,Pedestrians,3455771,3610883
US-Canada Border,02/01/2018 12:00:00 AM,Personal Vehicle Passengers,3021840,2543888
US-Canada Border,02/01/2018 12:00:00 AM,Personal Vehicles,1666306,1746284
US-Mexico Border,02/01/2018 12:00:00 AM,Trucks,482669,516292
US-Canada Border,02/01/2018 12:00:00 AM,Trucks,447799,474495
US-Mexico Border,02/01/2018 12:00:00 AM,Truck Containers Full,339682,346201
US-Canada Border,02/01/2018 12:00:00 AM,Truck Containers Full,317067,350484
US-Canada Border,02/01/2018 12:00:00 AM,Rail Containers Full,135800,146938
US-Canada Border,02/01/2018 12:00:00 AM,Truck Containers Empty,131061,134153
US-Mexico Border,02/01/2018 12:00:00 AM,Truck Containers Empty,123613,153004
US-Mexico Border,02/01/2018 12:00:00 AM,Bus Passengers,91863,154647
US-Canada Border,02/01/2018 12:00:00 AM,Bus Passengers,82644,77388
US-Canada Border,02/01/2018 12:00:00 AM,Rail Containers Empty,54739,58573
US-Mexico Border,02/01/2018 12:00:00 AM,Rail Containers Empty,41625,41992
US-Mexico Border,02/01/2018 12:00:00 AM,Rail Containers Full,26734,33373
US-Canada Border,02/01/2018 12:00:00 AM,Pedestrians,12712,12559
US-Mexico Border,02/01/2018 12:00:00 AM,Buses,11420,11716
US-Canada Border,02/01/2018 12:00:00 AM,Train Passengers,8499,10761
US-Canada Border,02/01/2018 12:00:00 AM,Buses,4191,4245
US-Canada Border,02/01/2018 12:00:00 AM,Trains,1702,1878
US-Mexico Border,02/01/2018 12:00:00 AM,Trains,771,633
US-Mexico Border,02/01/2018 12:00:00 AM,Train Passengers,268,785
US-Mexico Border,01/01/2018 12:00:00 AM,Personal Vehicle Passengers,11487056,0
US-Mexico Border,01/01/2018 12:00:00 AM,Personal Vehicles,6057040,0
US-Mexico Border,01/01/2018 12:00:00 AM,Pedestrians,3610883,0
US-Canada Border,01/01/2018 12:00:00 AM,Personal Vehicle Passengers,2543888,0
US-Canada Border,01/01/2018 12:00:00 AM,Personal Vehicles,1746284,0
US-Mexico Border,01/01/2018 12:00:00 AM,Trucks,516292,0
US-Canada Border,01/01/2018 12:00:00 AM,Trucks,474495,0
US-Canada Border,01/01/2018 12:00:00 AM,Truck Containers Full,350484,0
US-Mexico Border,01/01/2018 12:00:00 AM,Truck Containers Full,346201,0
US-Mexico Border,01/01/2018 12:00:00 AM,Bus Passengers,154647,0
US-Mexico Border,01/01/2018 12:00:00 AM,Truck Containers Empty,153004,0
US-Canada Border,01/01/2018 12:00:00 AM,Rail Containers Full,146938,0
US-Canada Border,01/01/2018 12:00:00 AM,Truck Containers Empty,134153,0
US-Canada Border,01/01/2018 12:00:00 AM,Bus Passengers,77388,0
US-Canada Border,01/01/2018 12:00:00 AM,Rail Containers Empty,58573,0
US-Mexico Border,01/01/2018 12:00:00 AM,Rail Containers Empty,41992,0
US-Mexico Border,01/01/2018 12:00:00 AM,Rail Containers Full,33373,0
US-Canada Border,01/01/2018 12:00:00 AM,Pedestrians,12559,0
US-Mexico Border,01/01/2018 12:00:00 AM,Buses,11716,0
US-Canada Border,01/01/2018 12:00:00 AM,Train Passengers,10761,0
US-Canada Border,01/01/2018 12:00:00 AM,Buses,4245,0
US-Canada Border,01/01/2018 12:00:00 AM,Trains,1878,0
US-Mexico Border,01/01/2018 12:00:00 AM,Train Passengers,785,0
US-Mexico Border,01/01/2018 12:00:00 AM,Trains,633,0
US-Mexico Border,12/01/2017 12:00:00 AM,Personal Vehicle Passengers,11956718,11348790
US-Mexico Border,12/01/2017 12:00:00 AM,Personal Vehicles,5577484,6121773
US-Mexico Border,12/01/2017 12:00:00 AM,Pedestrians,4063178,3395457
US-Canada Border,12/01/2017 12:00:00 AM,Personal Vehicle Passengers,3883509,4156917
US-Canada Border,12/01/2017 12:00:00 AM,Personal Vehicles,2026595,2229052
US-Mexico Border,12/01/2017 12:00:00 AM,Trucks,407612,493011
US-Canada Border,12/01/2017 12:00:00 AM,Trucks,406516,491449
US-Mexico Border,12/01/2017 12:00:00 AM,Truck Containers Full,309454,350246
US-Canada Border,12/01/2017 12:00:00 AM,Truck Containers Full,303910,385572
US-Canada Border,12/01/2017 12:00:00 AM,Rail Containers Full,144062,136664
US-Mexico Border,12/01/2017 12:00:00 AM,Truck Containers Empty,141979,154082
US-Mexico Border,12/01/2017 12:00:00 AM,Bus Passengers,130843,140039
US-Canada Border,12/01/2017 12:00:00 AM,Truck Containers Empty,119551,150757
US-Canada Border,12/01/2017 12:00:00 AM,Bus Passengers,101230,158245
US-Canada Border,12/01/2017 12:00:00 AM,Rail Containers Empty,56555,62555
US-Mexico Border,12/01/2017 12:00:00 AM,Rail Containers Empty,40952,37451
US-Mexico Border,12/01/2017 12:00:00 AM,Rail Containers Full,39580,30891
US-Canada Border,12/01/2017 12:00:00 AM,Pedestrians,16573,32941
US-Canada Border,12/01/2017 12:00:00 AM,Train Passengers,13268,24289
US-Mexico Border,12/01/2017 12:00:00 AM,Buses,12632,13698
US-Canada Border,12/01/2017 12:00:00 AM,Buses,4195,6897
US-Canada Border,12/01/2017 12:00:00 AM,Trains,1763,1815
US-Mexico Border,12/01/2017 12:00:00 AM,Trains,796,779
US-Mexico Border,12/01/2017 12:00:00 AM,Train Passengers,271,798
US-Mexico Border,11/01/2017 12:00:00 AM,Personal Vehicle Passengers,11107218,11372948
US-Mexico Border,11/01/2017 12:00:00 AM,Personal Vehicles,6272725,6106678
US-Mexico Border,11/01/2017 12:00:00 AM,Pedestrians,3824108,3352592
US-Canada Border,11/01/2017 12:00:00 AM,Personal Vehicle Passengers,3509416,4221667
US-Canada Border,11/01/2017 12:00:00 AM,Personal Vehicles,2001612,2251796
US-Mexico Border,11/01/2017 12:00:00 AM,Trucks,510929,491219
US-Canada Border,11/01/2017 12:00:00 AM,Trucks,489777,491617
US-Canada Border,11/01/2017 12:00:00 AM,Truck Containers Full,367168,387412
US-Mexico Border,11/01/2017 12:00:00 AM,Truck Containers Full,354936,349778
US-Mexico Border,11/01/2017 12:00:00 AM,Truck Containers Empty,150252,154465
US-Canada Border,11/01/2017 12:00:00 AM,Rail Containers Full,147205,135610
US-Canada Border,11/01/2017 12:00:00 AM,Truck Containers Empty,135537,152279
US-Mexico Border,11/01/2017 12:00:00 AM,Bus Passengers,134485,140594
US-Canada Border,11/01/2017 12:00:00 AM,Bus Passengers,101549,163915
US-Canada Border,11/01/2017 12:00:00 AM,Rail Containers Empty,64121,62399
US-Mexico Border,11/01/2017 12:00:00 AM,Rail Containers Empty,43720,36824
US-Mexico Border,11/01/2017 12:00:00 AM,Rail Containers Full,38778,30102
US-Canada Border,11/01/2017 12:00:00 AM,Pedestrians,20036,34231
US-Canada Border,11/01/2017 12:00:00 AM,Train Passengers,13630,25355
US-Mexico Border,11/01/2017 12:00:00 AM,Buses,13596,13709
US-Canada Border,11/01/2017 12:00:00 AM,Buses,4921,7095
US-Canada Border,11/01/2017 12:00:00 AM,Trains,1872,1810
US-Mexico Border,11/01/2017 12:00:00 AM,Trains,904,766
US-Mexico Border,11/01/2017 12:00:00 AM,Train Passengers,766,802
US-Mexico Border,10/01/2017 12:00:00 AM,Personal Vehicle Passengers,10214389,11501676
US-Mexico Border,10/01/2017 12:00:00 AM,Personal Vehicles,6240207,6091841
US-Canada Border,10/01/2017 12:00:00 AM,Personal Vehicle Passengers,4105387,4234587
US-Mexico Border,10/01/2017 12:00:00 AM,Pedestrians,3738053,3309763
US-Canada Border,10/01/2017 12:00:00 AM,Personal Vehicles,2239478,2253165
US-Mexico Border,10/01/2017 12:00:00 AM,Trucks,533508,486520
US-Canada Border,10/01/2017 12:00:00 AM,Trucks,505152,490113
US-Canada Border,10/01/2017 12:00:00 AM,Truck Containers Full,383818,387811
US-Mexico Border,10/01/2017 12:00:00 AM,Truck Containers Full,371304,347386
US-Canada Border,10/01/2017 12:00:00 AM,Bus Passengers,169163,163331
US-Mexico Border,10/01/2017 12:00:00 AM,Truck Containers Empty,158327,154036
US-Canada Border,10/01/2017 12:00:00 AM,Rail Containers Full,136303,135533
US-Canada Border,10/01/2017 12:00:00 AM,Truck Containers Empty,131869,154547
US-Mexico Border,10/01/2017 12:00:00 AM,Bus Passengers,120972,142775
US-Canada Border,10/01/2017 12:00:00 AM,Rail Containers Empty,68016,61775
US-Canada Border,10/01/2017 12:00:00 AM,Pedestrians,57351,31663
US-Mexico Border,10/01/2017 12:00:00 AM,Rail Containers Empty,49523,35413
US-Mexico Border,10/01/2017 12:00:00 AM,Rail Containers Full,45477,28394
US-Canada Border,10/01/2017 12:00:00 AM,Train Passengers,15823,26414
US-Mexico Border,10/01/2017 12:00:00 AM,Buses,14399,13632
US-Canada Border,10/01/2017 12:00:00 AM,Buses,6609,7149
US-Canada Border,10/01/2017 12:00:00 AM,Trains,1862,1804
US-Mexico Border,10/01/2017 12:00:00 AM,Train Passengers,771,805
US-Mexico Border,10/01/2017 12:00:00 AM,Trains,641,780
US-Mexico Border,09/01/2017 12:00:00 AM,Personal Vehicle Passengers,11258434,11532082
US-Mexico Border,09/01/2017 12:00:00 AM,Personal Vehicles,6101296,6090659
US-Canada Border,09/01/2017 12:00:00 AM,Personal Vehicle Passengers,4554983,4194538
US-Mexico Border,09/01/2017 12:00:00 AM,Pedestrians,3256103,3316470
US-Canada Border,09/01/2017 12:00:00 AM,Personal Vehicles,2348360,2241265
US-Mexico Border,09/01/2017 12:00:00 AM,Trucks,491236,485931
US-Canada Border,09/01/2017 12:00:00 AM,Trucks,477101,491739
US-Canada Border,09/01/2017 12:00:00 AM,Truck Containers Full,355693,391826
US-Mexico Border,09/01/2017 12:00:00 AM,Truck Containers Full,335087,348923
US-Canada Border,09/01/2017 12:00:00 AM,Bus Passengers,195250,159342
US-Mexico Border,09/01/2017 12:00:00 AM,Truck Containers Empty,152923,154176
US-Canada Border,09/01/2017 12:00:00 AM,Rail Containers Full,140767,134879
US-Canada Border,09/01/2017 12:00:00 AM,Truck Containers Empty,132668,157282
US-Mexico Border,09/01/2017 12:00:00 AM,Bus Passengers,113027,146493
US-Canada Border,09/01/2017 12:00:00 AM,Rail Containers Empty,64744,61404
US-Canada Border,09/01/2017 12:00:00 AM,Pedestrians,49407,29445
US-Mexico Border,09/01/2017 12:00:00 AM,Rail Containers Empty,40262,34807
US-Mexico Border,09/01/2017 12:00:00 AM,Rail Containers Full,37046,27312
US-Canada Border,09/01/2017 12:00:00 AM,Train Passengers,29312,26052
US-Mexico Border,09/01/2017 12:00:00 AM,Buses,10374,14039
US-Canada Border,09/01/2017 12:00:00 AM,Buses,8632,6964
US-Canada Border,09/01/2017 12:00:00 AM,Trains,1891,1793
US-Mexico Border,09/01/2017 12:00:00 AM,Trains,848,772
US-Mexico Border,09/01/2017 12:00:00 AM,Train Passengers,845,800
US-Mexico Border,08/01/2017 12:00:00 AM,Personal Vehicle Passengers,11085176,11595926
US-Mexico Border,08/01/2017 12:00:00 AM,Personal Vehicles,6419344,6043705
US-Canada Border,08/01/2017 12:00:00 AM,Personal Vehicle Passengers,6247772,3901219
US-Mexico Border,08/01/2017 12:00:00 AM,Pedestrians,3469441,3294618
US-Canada Border,08/01/2017 12:00:00 AM,Personal Vehicles,2965609,2137788
US-Mexico Border,08/01/2017 12:00:00 AM,Trucks,522125,480760
US-Canada Border,08/01/2017 12:00:00 AM,Trucks,514690,488461
US-Canada Border,08/01/2017 12:00:00 AM,Truck Containers Full,378625,393712
US-Mexico Border,08/01/2017 12:00:00 AM,Truck Containers Full,348519,348981
US-Canada Border,08/01/2017 12:00:00 AM,Bus Passengers,241589,147592
US-Mexico Border,08/01/2017 12:00:00 AM,Bus Passengers,174564,142483
US-Canada Border,08/01/2017 12:00:00 AM,Truck Containers Empty,147696,158651
US-Mexico Border,08/01/2017 12:00:00 AM,Truck Containers Empty,143485,155703
US-Canada Border,08/01/2017 12:00:00 AM,Rail Containers Full,127973,135866
US-Canada Border,08/01/2017 12:00:00 AM,Pedestrians,72471,23298
US-Canada Border,08/01/2017 12:00:00 AM,Rail Containers Empty,66153,60725
US-Canada Border,08/01/2017 12:00:00 AM,Train Passengers,45815,23229
US-Mexico Border,08/01/2017 12:00:00 AM,Rail Containers Empty,37164,34470
US-Mexico Border,08/01/2017 12:00:00 AM,Rail Containers Full,22376,28018
US-Mexico Border,08/01/2017 12:00:00 AM,Buses,12951,14195
US-Canada Border,08/01/2017 12:00:00 AM,Buses,10127,6512
US-Canada Border,08/01/2017 12:00:00 AM,Trains,1846,1786
US-Mexico Border,08/01/2017 12:00:00 AM,Train Passengers,873,790
US-Mexico Border,08/01/2017 12:00:00 AM,Trains,836,763
US-Mexico Border,07/01/2017 12:00:00 AM,Personal Vehicle Passengers,12802121,11394893
US-Mexico Border,07/01/2017 12:00:00 AM,Personal Vehicles,6428870,5979510
US-Canada Border,07/01/2017 12:00:00 AM,Personal Vehicle Passengers,6156497,3525339
US-Mexico Border,07/01/2017 12:00:00 AM,Pedestrians,3447748,3269096
US-Canada Border,07/01/2017 12:00:00 AM,Personal Vehicles,2964557,1999993
US-Mexico Border,07/01/2017 12:00:00 AM,Trucks,480965,480726
US-Canada Border,07/01/2017 12:00:00 AM,Trucks,461132,493016
US-Canada Border,07/01/2017 12:00:00 AM,Truck Containers Full,345197,401798
US-Mexico Border,07/01/2017 12:00:00 AM,Truck Containers Full,327379,352581
US-Canada Border,07/01/2017 12:00:00 AM,Bus Passengers,225834,134552
US-Mexico Border,07/01/2017 12:00:00 AM,Bus Passengers,194485,133816
US-Mexico Border,07/01/2017 12:00:00 AM,Truck Containers Empty,152627,156216
US-Canada Border,07/01/2017 12:00:00 AM,Truck Containers Empty,126163,164066
US-Canada Border,07/01/2017 12:00:00 AM,Rail Containers Full,115788,139212
US-Canada Border,07/01/2017 12:00:00 AM,Rail Containers Empty,66819,59710
US-Mexico Border,07/01/2017 12:00:00 AM,Rail Containers Empty,45655,32606
US-Canada Border,07/01/2017 12:00:00 AM,Train Passengers,45264,19556
US-Mexico Border,07/01/2017 12:00:00 AM,Rail Containers Full,38394,26288
US-Mexico Border,07/01/2017 12:00:00 AM,Buses,15124,14040
US-Canada Border,07/01/2017 12:00:00 AM,Pedestrians,10603,25414
US-Canada Border,07/01/2017 12:00:00 AM,Buses,10272,5886
US-Canada Border,07/01/2017 12:00:00 AM,Trains,1786,1786
US-Mexico Border,07/01/2017 12:00:00 AM,Train Passengers,815,786
US-Mexico Border,07/01/2017 12:00:00 AM,Trains,673,778
US-Mexico Border,06/01/2017 12:00:00 AM,Personal Vehicle Passengers,11637926,11346287
US-Mexico Border,06/01/2017 12:00:00 AM,Personal Vehicles,6096166,5956179
US-Canada Border,06/01/2017 12:00:00 AM,Personal Vehicle Passengers,4399997,3350408
US-Mexico Border,06/01/2017 12:00:00 AM,Pedestrians,2706623,3381591
US-Canada Border,06/01/2017 12:00:00 AM,Personal Vehicles,2465988,1906794
US-Mexico Border,06/01/2017 12:00:00 AM,Trucks,526313,471609
US-Canada Border,06/01/2017 12:00:00 AM,Trucks,510522,489515
US-Canada Border,06/01/2017 12:00:00 AM,Truck Containers Full,369265,408305
US-Mexico Border,06/01/2017 12:00:00 AM,Truck Containers Full,230310,377036
US-Canada Border,06/01/2017 12:00:00 AM,Bus Passengers,210699,119323
US-Canada Border,06/01/2017 12:00:00 AM,Truck Containers Empty,152661,166347
US-Mexico Border,06/01/2017 12:00:00 AM,Truck Containers Empty,142076,159044
US-Canada Border,06/01/2017 12:00:00 AM,Rail Containers Full,136624,139730
US-Mexico Border,06/01/2017 12:00:00 AM,Bus Passengers,132669,134046
US-Canada Border,06/01/2017 12:00:00 AM,Rail Containers Empty,64636,58725
US-Canada Border,06/01/2017 12:00:00 AM,Pedestrians,51717,20153
US-Canada Border,06/01/2017 12:00:00 AM,Train Passengers,40119,15444
US-Mexico Border,06/01/2017 12:00:00 AM,Rail Containers Empty,31102,32907
US-Mexico Border,06/01/2017 12:00:00 AM,Rail Containers Full,29961,25554
US-Mexico Border,06/01/2017 12:00:00 AM,Buses,14264,13995
US-Canada Border,06/01/2017 12:00:00 AM,Buses,10376,4988
US-Canada Border,06/01/2017 12:00:00 AM,Trains,1535,1836
US-Mexico Border,06/01/2017 12:00:00 AM,Trains,928,748
US-Mexico Border,06/01/2017 12:00:00 AM,Train Passengers,873,768
US-Mexico Border,05/01/2017 12:00:00 AM,Personal Vehicle Passengers,11221748,11377421
US-Mexico Border,05/01/2017 12:00:00 AM,Personal Vehicles,6351644,5857313
US-Canada Border,05/01/2017 12:00:00 AM,Personal Vehicle Passengers,3907105,3211234
US-Mexico Border,05/01/2017 12:00:00 AM,Pedestrians,3249388,3414641
US-Canada Border,05/01/2017 12:00:00 AM,Personal Vehicles,2200020,1833487
US-Canada Border,05/01/2017 12:00:00 AM,Trucks,527120,480113
US-Mexico Border,05/01/2017 12:00:00 AM,Trucks,526007,458009
US-Canada Border,05/01/2017 12:00:00 AM,Truck Containers Full,497679,385961
US-Mexico Border,05/01/2017 12:00:00 AM,Truck Containers Full,468108,354268
US-Canada Border,05/01/2017 12:00:00 AM,Truck Containers Empty,196028,158927
US-Canada Border,05/01/2017 12:00:00 AM,Bus Passengers,194828,100446
US-Mexico Border,05/01/2017 12:00:00 AM,Truck Containers Empty,179395,153956
US-Canada Border,05/01/2017 12:00:00 AM,Rail Containers Full,141841,139202
US-Mexico Border,05/01/2017 12:00:00 AM,Bus Passengers,134093,134034
US-Canada Border,05/01/2017 12:00:00 AM,Rail Containers Empty,68735,56222
US-Mexico Border,05/01/2017 12:00:00 AM,Rail Containers Empty,46784,29437
US-Canada Border,05/01/2017 12:00:00 AM,Pedestrians,35611,16289
US-Canada Border,05/01/2017 12:00:00 AM,Train Passengers,28487,12183
US-Mexico Border,05/01/2017 12:00:00 AM,Rail Containers Full,23703,26017
US-Mexico Border,05/01/2017 12:00:00 AM,Buses,13378,14150
US-Canada Border,05/01/2017 12:00:00 AM,Buses,7394,4386
US-Canada Border,05/01/2017 12:00:00 AM,Trains,1879,1826
US-Mexico Border,05/01/2017 12:00:00 AM,Trains,935,701
US-Mexico Border,05/01/2017 12:00:00 AM,Train Passengers,652,797
US-Mexico Border,04/01/2017 12:00:00 AM,Personal Vehicle Passengers,12010644,11166347
US-Mexico Border,04/01/2017 12:00:00 AM,Personal Vehicles,5919702,5836517
US-Canada Border,04/01/2017 12:00:00 AM,Personal Vehicle Passengers,3619505,3075144
US-Mexico Border,04/01/2017 12:00:00 AM,Pedestrians,3509189,3383126
US-Canada Border,04/01/2017 12:00:00 AM,Personal Vehicles,1967995,1788652
US-Canada Border,04/01/2017 12:00:00 AM,Truck Containers Full,492299,350516
US-Canada Border,04/01/2017 12:00:00 AM,Trucks,475977,481492
US-Mexico Border,04/01/2017 12:00:00 AM,Truck Containers Full,441128,325315
US-Mexico Border,04/01/2017 12:00:00 AM,Trucks,410555,473827
US-Mexico Border,04/01/2017 12:00:00 AM,Truck Containers Empty,212010,134605
US-Canada Border,04/01/2017 12:00:00 AM,Truck Containers Empty,200735,144991
US-Mexico Border,04/01/2017 12:00:00 AM,Bus Passengers,143707,130810
US-Canada Border,04/01/2017 12:00:00 AM,Rail Containers Full,142860,137983
US-Canada Border,04/01/2017 12:00:00 AM,Bus Passengers,135744,88681
US-Canada Border,04/01/2017 12:00:00 AM,Rail Containers Empty,53374,57172
US-Mexico Border,04/01/2017 12:00:00 AM,Rail Containers Empty,31373,28792
US-Mexico Border,04/01/2017 12:00:00 AM,Rail Containers Full,27373,25565
US-Canada Border,04/01/2017 12:00:00 AM,Pedestrians,24881,13425
US-Mexico Border,04/01/2017 12:00:00 AM,Buses,14059,14180
US-Canada Border,04/01/2017 12:00:00 AM,Train Passengers,13536,11733
US-Canada Border,04/01/2017 12:00:00 AM,Buses,5922,3874
US-Canada Border,04/01/2017 12:00:00 AM,Trains,1867,1812
US-Mexico Border,04/01/2017 12:00:00 AM,Train Passengers,1342,616
US-Mexico Border,04/01/2017 12:00:00 AM,Trains,585,740
US-Mexico Border,03/01/2017 12:00:00 AM,Personal Vehicle Passengers,11934291,10782376
